65297954,0,12144465852
12144465852,0,6639198518
65306940,0,65306942
65306958,0,12142922349
12142922349,0,4485990007
4485990007,0,10964192926
10964192926,0,12144454478
12144454478,0,65306956
65314258,0,7240837042
7240837042,0,65314261
65318286,0,10964231631
10964231631,0,6925503728
6925503728,0,65303692
4485990006,0,65318305
65318305,0,65318308
10693800267,0,10693800266
10693800266,0,4919765450
4919765450,0,6441667099
6441667099,0,6489874887
6489874887,0,6925558131
65323356,0,7231497056
7231497056,0,10963742421
10963742421,0,65323354
65323354,0,65323352
65324327,0,10974313474
10974313474,0,7240836959
7240836959,0,10963867186
10963867186,0,7231497037
7231497037,0,65324329
1723738832,0,1260547119
1260547119,0,6429374574
6429374574,0,4177104994
65325189,0,6925470666
6925470666,0,6925503714
6925503714,0,65303703
65303703,0,11172095116
11172095116,0,6925503713
6925503713,0,7363363768
7363363768,0,10964115093
10964115093,0,65325185
65325185,0,10962238130
10962238130,0,12144693433
12144693433,0,65293751
65293751,0,12144693432
12144693432,0,5437074279
5437074279,0,5429618388
5429618388,0,10962211170
10962211170,0,65325183
65325183,0,5429618377
5429618377,0,10962174550
10962174550,0,12144688383
12144688383,0,65325035
65317562,0,6925181332
6925181332,0,7678717046
7678717046,0,5434001031
5434001031,0,65325351
65326533,0,5434001073
5434001073,0,5434001045
5434001045,0,12142919547
12142919547,0,65326536
65327144,0,1580501217
1580501217,0,6639218292
65342650,0,10963565214
10963565214,0,65327153
65345191,0,6925470669
6925470669,0,6765264292
65327146,0,12144593012
12144593012,0,4018809900
4018809900,0,4018809923
4018809923,0,4018809907
4018809907,0,4018809914
4018809914,0,8716367976
65317560,0,6925181331
6925181331,0,65306822
65319539,0,65353200
4061762661,0,6338755839
6338755839,0,65325363
65306819,0,12142637896
12142637896,0,5434000418
5434000418,0,10964186116
10964186116,0,6925181330
6925181330,0,65317557
65358113,0,65358118
65359194,0,65359198
65359198,0,5434000419
5434000419,0,5434001024
5434001024,0,6925470670
6925470670,0,65359200
65361741,0,65361743
65352325,0,7240837048
7240837048,0,4064226224
4064226224,0,10178163703
10178163703,0,65308268
4177105002,0,65318346
65318346,0,9833663778
65327144,0,12006449887
12006449887,0,1243846487
1243846487,0,6639218293
65306825,0,65359198
65373970,0,11702310696
11702310696,0,12144593013
12144593013,0,65308270
65375966,0,11705171052
11705171052,0,65333829
65327147,0,10160397441
10160397441,0,10160397446
10160397446,0,10160397461
10160397461,0,7231501163
7231501163,0,65374496
4018889690,0,4018889698
4018889698,0,4018889725
4018889725,0,4018889735
4018889735,0,298077885
298077885,0,4018889704
4018889704,0,298078478
298078478,0,267294274
267294274,0,267294237
65319539,0,65353202
1723738829,0,4493184773
4493184773,0,6338956552
6338956552,0,65343954
65343954,0,4178426275
4178426275,0,3814451006
1723739149,0,65334222
65334222,0,1723739022
1723739022,0,1723739216
1723739216,0,65334219
65334219,0,9992295989
65354417,0,5372050421
5372050421,0,6910900123
6910900123,0,1420265559
1420265559,0,65287204
65287204,0,1420265717
1420265717,0,6612383950
6612383950,0,6910182916
6910182916,0,2908408446
2908408446,0,4018840057
4018840057,0,65352337
4061762661,0,6338755838
6338755838,0,295810988
295810988,0,295811029
295811029,0,295810990
295810990,0,1723738928
1723738928,0,295811049
65351748,0,10740681821
10740681821,0,5434001058
5434001058,0,7161543601
65351748,0,10740681757
10740681757,0,65319555
65319555,0,65325208
65325208,0,65306838
4018809915,0,65314258
65314258,0,2908408449
2908408449,0,4018840051
4018840051,0,65352337
65352337,0,4018840052
4018840052,0,3021675450
65293743,0,7531228353
7531228353,0,65306933
65354421,0,10178163689
10178163689,0,6910900126
6910900126,0,5429620650
5429620650,0,65360273
370202157,0,12004030462
12004030462,0,7240836968
7240836968,0,370202155
370202155,0,1616379061
1616379061,0,370202153
370202153,0,1616379053
1616379053,0,4018889689
4018889689,0,4018889718
4018889718,0,4018889722
4018889722,0,370202151
370202151,0,370202147
370202147,0,4018889729
4018889729,0,1616379067
1616379067,0,370202145
370202145,0,4018889732
4018889732,0,1616379070
1616379070,0,4018889731
4018889731,0,370202143
370202143,0,7240836967
7240836967,0,370202141
370202445,0,8717670717
8717670717,0,370202537
370202537,0,8717552605
8717552605,0,8717552602
8717552602,0,370202538
370202538,0,8717670720
8717670720,0,370202462
386905818,0,8717670724
8717670724,0,370202517
370202517,0,8717552610
8717552610,0,8717552613
8717552613,0,370202518
370202518,0,8717552616
8717552616,0,386905817
370202708,0,8717670721
8717670721,0,8717552604
8717552604,0,8717552606
8717552606,0,8717670718
8717670718,0,386905555
370202710,0,8717670725
8717670725,0,8717552609
8717552609,0,8717552612
8717552612,0,8717552615
8717552615,0,370202870
5434001266,0,1616379049
1616379049,0,386895667
386895667,0,1616379042
1616379042,0,5434001269
5434001267,0,1616379033
1616379033,0,386895724
386895724,0,1616379035
1616379035,0,5434001265
370202518,0,370202697
370202517,0,370202618
370202538,0,370202577
370202537,0,370202545
65362987,0,11230365827
11230365827,0,8752067927
8752067927,0,65334159
65334159,0,1723738810
1723738810,0,5022428503
412571517,0,412571520
412571520,0,7240837052
7240837052,0,7240837053
7240837053,0,7240837054
7240837054,0,412571524
412571524,0,10707733924
10707733924,0,412571516
412571516,0,412571517
3998388003,0,3998387998
3998387998,0,3998708925
3998708925,0,412571575
412571575,0,12005367415
12005367415,0,3906179650
3906179650,0,3998388003
4061806118,0,1420265689
1420265689,0,6886668659
6886668659,0,7240837024
7240837024,0,65303689
65303692,0,11172095120
11172095120,0,6925503729
6925503729,0,6859638244
6859638244,0,1270745624
1270745624,0,10964189500
10964189500,0,12144641157
12144641157,0,65293741
65293741,0,12144641156
12144641156,0,4911322455
4911322455,0,6770403426
65342652,0,7231497054
7231497054,0,10963565213
10963565213,0,65327153
7240836950,0,1420265615
1420265615,0,995847674
763026749,0,763026765
763026765,0,763026766
763026766,0,4178426274
4178426274,0,4178426276
4178426276,0,3814451006
1723739386,0,4967529371
4967529371,0,5858516713
65339089,0,10740557526
10740557526,0,6587947107
6587947107,0,65297954
65363166,0,6925558135
6925558135,0,6587947101
6587947101,0,65326536
65326536,0,5434001076
5434001076,0,6587947108
6587947108,0,4177104997
1028661012,0,7314099330
7314099330,0,10964231633
10964231633,0,6744826039
6744826039,0,4625882943
65363166,0,6925558134
6925558134,0,6587947102
6587947102,0,6489871870
6489871870,0,65353200
65353200,0,1028661012
1028661012,0,7314070062
7314070062,0,6587947105
6587947105,0,6925503722
6925503722,0,65303696
4177105004,0,65303694
65303694,0,4850395377
65293746,0,10178189119
10178189119,0,6587947103
6587947103,0,7531228350
7531228350,0,8414361211
8414361211,0,5434001241
5434001241,0,8414361195
8414361195,0,6859638241
6859638241,0,6587947106
6587947106,0,6925503724
6925503724,0,11172095118
11172095118,0,65303696
65339089,0,65306956
65306956,0,1616398897
1616398897,0,5854734676
65306829,0,65297956
65297956,0,65306832
65306832,0,65306835
65306835,0,65306838
65306829,0,12142459802
12142459802,0,3687459637
3687459637,0,65325192
65325192,0,65319544
65319544,0,65339089
65303704,0,6925503705
6925503705,0,65306819
65306819,0,65306822
65306822,0,65306825
65306825,0,6925470667
6925470667,0,65306827
65306827,0,6925470668
6925470668,0,8163664004
8163664004,0,3687459641
3687459641,0,4177104992
5429620687,0,3910307145
3910307145,0,3910307290
