65287201,0,37.7797961,-122.4151521
65287204,0,37.7795846,-122.4168136
65288577,0,37.7857281,-122.4163494
65293741,0,37.7817636,-122.4097034
65293743,0,37.7814105,-122.4092587
65293746,0,37.7809779,-122.4087215
65293748,0,37.7805494,-122.4081852
65293751,0,37.7801802,-122.4077205
65297954,0,37.7758929,-122.4151466
65297956,0,37.7746549,-122.4135916
65303689,0,37.7810015,-122.4131495
65303692,0,37.7800112,-122.4119409
65303694,0,37.779648,-122.411484
65303696,0,37.7792109,-122.4109356
65303700,0,37.7787847,-122.4104014
65303703,0,37.7784197,-122.4099452
65303704,0,37.7779762,-122.409388
65303706,0,37.7767525,-122.407854
65306819,0,37.777553,-122.409923
65306822,0,37.777092,-122.410506
65306825,0,37.77669,-122.411014
65306827,0,37.7762133,-122.4116159
65306829,0,37.7749999,-122.4131528
65306832,0,37.774516,-122.413769
65306835,0,37.7743701,-122.4139536
65306838,0,37.774043,-122.414368
65306933,0,37.7806484,-122.4102172
65306940,0,37.7756999,-122.4164474
65306942,0,37.7752726,-122.4169784
65306956,0,37.776714,-122.4153262
65306958,0,37.7757638,-122.4165267
65307859,0,37.7759619,-122.4088574
65308264,0,37.7820804,-122.4122382
65308268,0,37.7818704,-122.4138822
65308270,0,37.7817657,-122.4147017
65308272,0,37.7816602,-122.4155274
65308278,0,37.7814508,-122.4171732
65308283,0,37.7812425,-122.4188105
65310795,0,37.7754257,-122.4194205
65314258,0,37.7806216,-122.4161639
65314261,0,37.7810546,-122.4162501
65317557,0,37.776321,-122.408401
65317560,0,37.775876,-122.4089666
65317562,0,37.7754594,-122.4094917
65317565,0,37.7749925,-122.4100831
65317568,0,37.773773,-122.4116275
65317951,0,37.7855995,-122.4146346
65317954,0,37.7853905,-122.416281
65317956,0,37.7851818,-122.4179243
65318286,0,37.7789712,-122.413267
65318305,0,37.7767347,-122.4160799
65318308,0,37.7760834,-122.4169233
65318346,0,37.7782407,-122.4141615
65318348,0,37.7778747,-122.414616
65319534,0,37.7816914,-122.4067319
65319536,0,37.7796714,-122.4092889
65319539,0,37.777619,-122.41187
65319541,0,37.7770184,-122.4126268
65319544,0,37.7758028,-122.4141708
65319555,0,37.7748526,-122.4153843
65323352,0,37.7847133,-122.4178298
65323354,0,37.7845048,-122.4194757
65323356,0,37.7843098,-122.4210181
65324229,0,37.7853266,-122.4128945
65324327,0,37.777974,-122.4181563
65324329,0,37.7777856,-122.4197035
65325035,0,37.7819274,-122.4054875
65325183,0,37.7813142,-122.4062621
65325185,0,37.7793049,-122.4088288
65325189,0,37.7766531,-122.4121681
65325192,0,37.7754413,-122.4137125
65325208,0,37.7744848,-122.4149212
65325351,0,37.7748614,-122.4087395
65325363,0,37.7777508,-122.4164247
65325366,0,37.7775161,-122.4180638
65326533,0,37.7773181,-122.4148936
65326536,0,37.7767058,-122.4141205
65326742,0,37.7852904,-122.4095133
65326744,0,37.7843607,-122.4093268
65327136,0,37.7768484,-122.4179472
65327144,0,37.7802716,-122.4186146
65327146,0,37.7807775,-122.4187253
65327147,0,37.7817066,-122.4189114
65327150,0,37.7821738,-122.419005
65327151,0,37.7831061,-122.4191918
65327153,0,37.7835744,-122.4192872
65327154,0,37.7840364,-122.4193813
65333705,0,37.7853643,-122.4129022
65333814,0,37.7850815,-122.4111594
65333819,0,37.7848729,-122.4128028
65333826,0,37.784664,-122.4144458
65333829,0,37.7846215,-122.4147797
65333831,0,37.7844547,-122.4160916
65333834,0,37.7842457,-122.4177356
65334128,0,37.7865291,-122.4148222
65334133,0,37.7863197,-122.4164691
65334159,0,37.7747069,-122.4190652
65334219,0,37.7736615,-122.4189193
65334222,0,37.7749271,-122.419314
65339089,0,37.7762334,-122.4147169
65339095,0,37.7745872,-122.4126432
65339099,0,37.7742034,-122.4121657
65342650,0,37.7837837,-122.4176425
65342652,0,37.783381,-122.4208182
65343954,0,37.7823173,-122.4105696
65343958,0,37.7832203,-122.410784
65343960,0,37.7841515,-122.4109719
65345191,0,37.7758045,-122.4111001
65347696,0,37.7756043,-122.415511
65351748,0,37.7752776,-122.4159234
65352321,0,37.7811625,-122.4120562
65352325,0,37.780933,-122.4136932
65352330,0,37.7807264,-122.4153391
65352337,0,37.7804986,-122.4169901
65353200,0,37.7780485,-122.4124175
65353202,0,37.777447,-122.411651
65354417,0,37.7786767,-122.4166194
65354419,0,37.7823844,-122.41736
65354421,0,37.7833151,-122.417548
65356385,0,37.7788666,-122.415125
65356387,0,37.7786756,-122.4167589
65358113,0,37.781954,-122.416889
65358118,0,37.782432,-122.4169854
65359194,0,37.776015,-122.409842
65359198,0,37.775893,-122.409997
65359200,0,37.7754205,-122.4106205
65360267,0,37.7788907,-122.4149555
65360270,0,37.7825934,-122.4157156
65360273,0,37.7835243,-122.4159033
65361741,0,37.78358,-122.4132462
65361743,0,37.7838553,-122.4133006
65362154,0,37.7828026,-122.4140702
65362158,0,37.7837336,-122.414258
65362987,0,37.7731799,-122.4185725
65363166,0,37.7774549,-122.4131749
65364240,0,37.7745615,-122.4095431
65365830,0,37.7830115,-122.4124265
65365832,0,37.7839425,-122.4126147
65372425,0,37.7793876,-122.4184264
65372920,0,37.782938,-122.413005
65372925,0,37.7834292,-122.4091399
65373970,0,37.7812955,-122.4146092
65374496,0,37.7815157,-122.4204501
65375966,0,37.7841791,-122.4146872
258758038,0,37.7782851,-122.4198076
258758039,0,37.7773172,-122.419609
258758040,0,37.7763897,-122.4194146
258758553,0,37.783842,-122.4209082
258758555,0,37.7819733,-122.4205488
267293877,0,37.7801102,-122.4183774
267293878,0,37.7802543,-122.4172023
267293879,0,37.7788104,-122.4169247
267293880,0,37.7786642,-122.4180858
267294237,0,37.7802778,-122.417475
267294274,0,37.7802283,-122.4178568
295810922,0,37.7789792,-122.4149921
295810988,0,37.7776329,-122.4165686
295810990,0,37.7776646,-122.4166706
295811029,0,37.7776496,-122.4166107
295811049,0,37.7776774,-122.4169584
298077885,0,37.7802393,-122.4179737
298078478,0,37.7802265,-122.4178913
307639379,0,37.7788061,-122.4144802
307639383,0,37.7789608,-122.4146641
370202141,0,37.7802207,-122.4190101
370202143,0,37.7800617,-122.4189796
370202145,0,37.7799631,-122.4190546
370202147,0,37.7799252,-122.4191725
370202151,0,37.7798761,-122.4195533
370202153,0,37.7799066,-122.4197461
370202155,0,37.7799573,-122.4197904
370202157,0,37.780116,-122.4198234
370202445,0,37.7793653,-122.4170301
370202462,0,37.7792176,-122.4181978
370202517,0,37.7796491,-122.4178759
370202518,0,37.7797054,-122.4174352
370202537,0,37.7793245,-122.417361
370202538,0,37.7792658,-122.4178142
370202545,0,37.7787707,-122.4172489
370202577,0,37.7787123,-122.417704
370202618,0,37.7801599,-122.4179829
370202697,0,37.7802142,-122.4175394
370202708,0,37.7793143,-122.4182158
370202710,0,37.7794997,-122.4182526
370202870,0,37.7796493,-122.4170854
386895625,0,37.7797197,-122.4152477
386895626,0,37.7795483,-122.4166423
386895667,0,37.77981,-122.4159609
386895724,0,37.7795834,-122.4159122
386901943,0,37.7768256,-122.4174812
386905555,0,37.7794636,-122.4170504
386905817,0,37.779748,-122.4171017
386905818,0,37.7795987,-122.4182719
390186178,0,37.7753962,-122.4189745
411095082,0,37.7797906,-122.4139643
412571516,0,37.7775655,-122.4168649
412571517,0,37.7773411,-122.4168189
412571518,0,37.7773157,-122.4170173
412571520,0,37.777523,-122.4165945
